roc_auc,pr_auc,accuracy,balanced_acc,recall,precision,f1,brier
0.8903433356868874,0.5649650012211902,0.7781611410948343,0.8054231506155636,0.8420815160174462,0.3486735583509777,0.49315189148720656,0.13979226580953827
0.8969254912066023,0.5828460109886462,0.7972629144178874,0.8117595929804284,0.8312528199729282,0.3703678884942706,0.5124235119599481,0.12508168372204714
